Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
75,2017,Carey Price\priceca01,29,MTL,62,62,37,20,5,138,1794,1656,0.923,2.23,3,12.6,3708,38,0.613,8,89,17.25,0,1,1,4
76,2017,Jonathan Quick\quickjo01,31,LAK,17,17,8,5,2,35,421,386,0.917,2.26,2,2.7,931,11,0.647,2,96,1.43,0,0,0,2
77,2017,Antti Raanta\raantan01,27,NYR,30,26,16,8,2,61,782,721,0.922,2.26,4,5.4,1617,18,0.692,1,90,6.67,0,1,1,0
78,2017,Tuukka Rask\rasktu01,29,BOS,65,63,37,20,5,137,1610,1473,0.915,2.23,8,9.8,3680,31,0.492,14,98,2.33,0,2,2,0
79,2017,James Reimer\reimeja01,28,FLA,43,39,18,16,5,98,1222,1124,0.92,2.53,3,8.1,2325,19,0.487,4,93,7.75,0,0,0,2
80,2017,Pekka Rinne\rinnepe01,34,NSH,61,61,31,19,9,144,1757,1613,0.918,2.42,3,11.3,3568,34,0.557,7,95,8.05,0,0,0,4
81,2017,David Rittich\rittida01,24,CGY,1,0,0,0,0,1,10,9,0.9,3,0,0,20,0,,0,,,0,0,0,0
82,2017,Juuse Saros\sarosju01,21,NSH,21,19,10,8,3,47,614,567,0.923,2.35,1,4.4,1200,13,0.684,1,88,6.14,0,1,1,0
83,2017,Cory Schneider\schneco01,30,NJD,60,59,20,27,11,163,1781,1618,0.908,2.82,2,9.5,3473,27,0.458,7,106,-8.87,0,0,0,0
84,2017,Jeremy Smith\smithje02,27,COL,10,8,1,6,1,32,286,254,0.888,3.54,0,0.8,543,3,0.375,3,,,0,0,0,0
85,2017,Mike Smith\smithmi01,34,ARI,55,55,19,26,9,156,1819,1663,0.914,2.92,3,10.9,3202,27,0.491,7,99,1.42,0,0,0,14
86,2017,Alex Stalock\staloal01,29,MIN,2,2,1,1,0,3,54,51,0.944,1.51,0,0.5,119,2,1,0,,,0,0,0,0
87,2017,Anthony Stolarz\stolaan01,23,PHI,7,4,2,1,1,13,181,168,0.928,2.07,1,1.4,376,2,0.5,1,,,0,0,0,0
88,2017,Malcolm Subban\subbama01,23,BOS,1,1,0,1,0,3,16,13,0.813,5.88,0,-0.1,31,0,0,1,,,0,0,0,0
89,2017,Cam Talbot\talboca01,29,EDM,73,73,42,22,8,171,2117,1946,0.919,2.39,7,14,4294,43,0.589,10,93,12.21,0,0,0,4
90,2017,Dustin Tokarski\tokardu01,27,ANA,1,0,0,0,0,0,5,5,1,0,0,0.1,10,0,,0,,,0,0,0,0
91,2017,Linus Ullmark\ullmali01,23,BUF,1,1,0,1,0,3,36,33,0.917,3.06,0,0.2,59,1,1,0,,,0,0,0,0
92,2017,Semyon Varlamov\varlasi01,28,COL,24,23,6,17,0,76,745,669,0.898,3.38,1,3.1,1348,11,0.478,5,118,-11.53,0,1,1,0
93,2017,Andrei Vasilevskiy\vasilan02,22,TBL,50,47,23,17,7,123,1480,1357,0.917,2.61,2,9.3,2831,25,0.532,5,96,5.08,0,2,2,2
94,2017,Cam Ward\wardca01,32,CAR,61,61,26,22,12,162,1711,1549,0.905,2.69,2,8.5,3618,30,0.492,9,109,-13.93,0,1,1,6
95,2017,Jeff Zatkoff\zatkoje01,29,LAK,13,8,2,7,1,27,223,196,0.879,2.94,0,0.4,550,2,0.25,4,,,0,0,0,0
1,2018,Jake Allen\allenja01,27,STL,59,56,27,25,3,152,1614,1462,0.906,2.75,1,7.9,3317,27,0.482,8,107,-10.34,0,1,1,0
2,2018,Frederik Andersen\anderfr01,28,TOR,66,66,38,21,5,182,2211,2029,0.918,2.81,5,13.6,3889,37,0.561,8,94,12.06,0,1,1,2
3,2018,Craig Anderson\andercr01,36,OTT,58,55,23,25,6,180,1768,1588,0.898,3.32,2,7.2,3251,25,0.455,11,116,-24.83,0,0,0,2
4,2018,Ken Appleby\appleke01,22,NJD,3,1,0,1,0,3,55,52,0.945,1.45,0,0.5,124,0,0,0,,,0,0,0,0
5,2018,Jonathan Bernier\bernijo01,29,COL,37,34,19,13,3,95,1092,997,0.913,2.85,2,6.2,2001,18,0.529,5,99,0.84,0,1,1,0
6,2018,Reto Berra\berrare01,31,ANA,5,1,1,1,0,7,95,88,0.926,2.31,0,0.7,182,1,1,0,,,0,0,0,0
7,2018,Jean-Francois Berube\berubje02,26,CHI,13,10,3,6,1,42,398,356,0.894,3.78,0,1.4,667,3,0.3,3,120,-7.07,0,0,0,0
8,2018,Ben Bishop\bishobe01,31,DAL,53,51,26,17,5,120,1437,1317,0.916,2.49,5,8.7,2887,27,0.529,8,95,6.12,0,1,1,4
9,2018,Sergei Bobrovsky\bobrose01,29,CBJ,65,65,37,22,6,158,1993,1835,0.921,2.42,5,12.9,3912,38,0.585,10,90,16.92,0,3,3,0
10,2018,Laurent Brossoit\brossla01,24,EDM,14,10,3,7,1,40,343,303,0.883,3.24,0,0.8,740,5,0.5,2,133,-9.9,0,1,1,0
11,2018,Peter Budaj\budajpe01,35,TBL,8,7,3,3,1,27,217,190,0.876,3.76,0,0.3,430,2,0.286,1,,,0,0,0,0
12,2018,Jack Campbell\campbja01,26,LAK,5,4,2,0,2,11,145,134,0.924,2.48,0,1,267,2,0.5,0,,,0,0,0,0
13,2018,Eric Comrie\comrier01,22,WPG,3,3,1,2,0,12,94,82,0.872,3.99,0,0.1,180,1,0.333,0,,,0,0,0,0
14,2018,Mike Condon\condomi01,27,OTT,31,26,5,17,5,88,898,810,0.902,3.25,0,4,1626,13,0.5,6,112,-9.18,0,2,2,0
15,2018,Jared Coreau\coreaja01,26,DET,7,7,0,5,1,27,203,176,0.867,4.26,0,0.1,380,1,0.143,2,,,0,0,0,0
16,2018,Corey Crawford\crawfco01,33,CHI,28,27,16,9,2,60,842,782,0.929,2.27,2,6.2,1584,17,0.63,3,81,13.9,0,0,0,0
17,2018,Oscar Dansk\danskos01,23,VEG,4,3,3,0,0,5,93,88,0.946,1.78,1,0.9,169,3,1,0,,,0,0,0,0
18,2018,Scott Darling\darlisc01,29,CAR,43,40,13,21,7,131,1171,1040,0.888,3.18,0,3.5,2475,14,0.35,7,127,-28.22,0,0,0,2
19,2018,Collin Delia\deliaco01,23,CHI,2,2,1,1,0,7,63,56,0.889,3.96,0,0.2,106,1,0.5,0,,,0,0,0,2
20,2018,Aaron Dell\dellaa01,28,SJS,29,22,15,5,4,67,775,708,0.914,2.64,2,4.4,1522,11,0.5,4,98,1.02,0,1,1,0
21,2018,Thatcher Demko\demkoth01,22,VAN,1,1,1,0,0,4,30,26,0.867,3.91,0,0,61,0,0,0,,,0,0,0,0
22,2018,Casey DeSmith\desmica01,26,PIT,14,11,6,4,1,28,356,328,0.921,2.4,1,2.3,700,7,0.636,1,90,3.25,0,0,0,2
23,2018,Louis Domingue\dominlo01,25,TOT,19,16,7,9,1,61,578,517,0.894,3.41,0,2.1,1074,6,0.375,3,120,-10.27,0,0,0,2
23,2018,Louis Domingue\dominlo01,25,TBL,12,11,7,3,1,33,384,351,0.914,2.89,0,2.2,686,6,0.545,0,98,0.7,0,0,0,2
23,2018,Louis Domingue\dominlo01,25,ARI,7,5,0,6,0,28,194,166,0.856,4.33,0,-0.1,388,0,0,3,,,0,0,0,0
24,2018,Devan Dubnyk\dubnyde01,31,MIN,60,59,35,16,7,145,1769,1624,0.918,2.52,5,11,3450,36,0.61,8,93,10.26,0,3,3,12
25,2018,Brian Elliott\elliobr01,32,PHI,43,42,23,11,7,112,1228,1116,0.909,2.66,1,6.4,2522,20,0.476,6,104,-4.22,0,1,1,2
26,2018,Dylan Ferguson\fergudy01,19,VEG,1,0,0,0,0,1,2,1,0.5,6.5,0,-0.1,9,0,,0,,,0,0,0,0
27,2018,Marc-Andre Fleury\fleurma01,33,VEG,46,46,29,13,4,100,1376,1276,0.927,2.24,4,9.9,2673,31,0.674,4,83,20.77,0,1,1,6
28,2018,Anton Forsberg\forsban01,25,CHI,35,30,10,16,4,85,921,836,0.908,2.97,0,4.7,1715,14,0.467,7,105,-4.17,0,1,1,0
29,2018,Scott Foster\fostesc01,36,CHI,1,0,0,0,0,0,7,7,1,0,0,0.1,14,0,,0,,,0,0,0,0
30,2018,Alexandar Georgiev\georgal01,21,NYR,10,9,4,4,1,27,331,304,0.918,3.15,0,2.1,515,5,0.556,1,93,2.05,0,0,0,0
31,2018,Christopher Gibson\gibsoch01,25,NYI,8,8,2,3,2,26,284,258,0.908,3.65,0,1.5,427,5,0.625,3,,,0,0,0,0
32,2018,John Gibson\gibsojo02,24,ANA,60,60,31,18,7,139,1872,1733,0.926,2.43,4,13.2,3428,39,0.65,4,85,25.3,0,1,1,16
33,2018,Jon Gillies\gillijo01,24,CGY,11,9,3,5,1,29,280,251,0.896,2.88,0,1.1,605,5,0.556,2,,,0,0,0,2
34,2018,Jeff Glass\glassje01,32,CHI,15,13,3,7,3,46,452,406,0.898,3.36,0,1.8,821,5,0.385,2,116,-6.33,0,0,0,2
35,2018,Thomas Greiss\greisth01,32,NYI,27,25,13,8,2,95,879,784,0.892,3.82,1,3,1492,9,0.36,7,123,-17.85,0,0,0,0
36,2018,Philipp Grubauer\grubaph01,26,WSH,35,28,15,10,3,73,953,880,0.923,2.35,3,6.5,1865,19,0.679,3,87,10.64,0,1,1,0
37,2018,Jaroslav Halak\halakja01,32,NYI,54,49,20,26,6,161,1744,1583,0.908,3.19,1,8.9,3024,22,0.449,8,105,-7.93,0,0,0,4
38,2018,Brandon Halverson\halvebr01,21,NYR,1,0,0,0,0,1,6,5,0.833,4.78,0,0,13,0,,0,,,0,0,0,0
39,2018,Andrew Hammond\hammoan01,29,COL,1,1,0,1,0,2,33,31,0.939,2.06,0,0.3,58,1,1,0,,,0,0,0,0
40,2018,Connor Hellebuyck\helleco01,24,WPG,67,64,44,11,9,156,2048,1892,0.924,2.36,6,14,3966,39,0.609,6,87,23.75,0,2,2,0
41,2018,Adin Hill\hillad01,21,ARI,4,4,1,3,0,14,129,115,0.891,3.49,0,0.4,241,2,0.5,1,,,0,0,0,0
42,2018,Braden Holtby\holtbbr01,28,WSH,54,54,34,16,4,153,1648,1495,0.907,2.99,0,8.3,3068,30,0.556,9,106,-8.36,0,0,0,2
43,2018,Jimmy Howard\howarja02,33,DET,60,57,22,27,9,160,1770,1610,0.91,2.85,1,9.4,3368,28,0.491,6,103,-4.65,0,1,1,10
44,2018,Michael Hutchinson\hutchmi01,27,WPG,3,3,2,1,0,7,75,68,0.907,3.26,0,0.4,129,2,0.667,1,,,0,1,1,0
45,2018,Carter Hutton\huttoca01,32,STL,32,26,17,7,3,56,810,754,0.931,2.09,3,6.2,1610,19,0.731,2,79,15.09,0,0,0,2
46,2018,Tristan Jarry\jarrytr01,22,PIT,26,23,14,6,2,63,687,624,0.908,2.77,2,3.5,1364,14,0.609,4,104,-2.7,0,2,2,4
47,2018,Chad Johnson\johnsch02,31,BUF,36,29,10,16,3,105,962,857,0.891,3.55,0,3.1,1774,12,0.414,6,124,-20.57,0,0,0,0
48,2018,Martin Jones\jonesma02,28,SJS,60,60,30,22,6,145,1699,1554,0.915,2.55,4,9.9,3416,36,0.6,9,97,4.12,0,0,0,2
49,2018,Anton Khudobin\khudoan01,31,BOS,31,29,16,6,7,76,876,800,0.913,2.56,1,5,1781,16,0.552,4,99,0.89,0,2,2,2
50,2018,Keith Kinkaid\kinkake01,28,NJD,41,38,26,10,3,106,1214,1108,0.913,2.77,1,6.8,2298,19,0.5,4,99,0.55,0,2,2,2
51,2018,Joonas Korpisalo\korpijo01,23,CBJ,18,17,8,8,1,58,564,506,0.897,3.32,0,2.2,1049,7,0.412,3,117,-8.5,0,0,0,0
52,2018,Darcy Kuemper\kuempda01,27,TOT,29,25,12,7,5,67,833,766,0.92,2.52,4,5.3,1596,12,0.48,3,92,6.11,0,1,1,0
52,2018,Darcy Kuemper\kuempda01,27,LAK,19,15,10,1,3,35,516,481,0.932,2.1,3,4,999,9,0.6,1,77,10.29,0,1,1,0
52,2018,Darcy Kuemper\kuempda01,27,ARI,10,10,2,6,2,32,317,285,0.899,3.22,1,1.3,597,3,0.3,2,,,0,0,0,0
53,2018,Eddie Lack\lacked01,30,TOT,8,5,2,4,0,23,177,154,0.87,4.02,0,0.2,343,1,0.2,2,,,0,0,0,0
53,2018,Eddie Lack\lacked01,30,NJD,4,3,1,2,0,11,113,102,0.903,3.18,0,0.5,207,1,0.333,1,,,0,0,0,0
53,2018,Eddie Lack\lacked01,30,CGY,4,2,1,2,0,12,64,52,0.813,5.29,0,-0.3,136,0,0,1,,,0,0,0,0
54,2018,Maxime Lagace\lagacma01,25,VEG,16,14,6,7,1,57,430,373,0.867,3.92,0,0.3,874,5,0.357,3,151,-19.26,0,0,0,0
55,2018,Marek Langhamer\langhma01,23,ARI,1,0,0,0,0,0,10,10,1,0,0,0.2,29,0,,0,,,0,0,0,0
56,2018,Robin Lehner\lehnero01,26,BUF,53,50,14,26,9,143,1560,1417,0.908,3.01,3,8,2852,24,0.48,8,104,-6.08,0,0,0,2
57,2018,Kari Lehtonen\lehtoka01,34,DAL,37,30,15,14,3,83,946,863,0.912,2.56,1,5.3,1944,19,0.633,7,100,0.03,0,0,0,4
58,2018,Charlie Lindgren\lindgch01,24,MTL,14,14,4,8,2,42,457,415,0.908,3.03,2,2.3,833,9,0.643,5,105,-1.89,0,0,0,2
59,2018,Henrik Lundqvist\lundqhe01,35,NYR,63,61,26,26,7,174,2036,1862,0.915,2.98,2,11.9,3503,32,0.525,9,97,4.7,0,1,1,0
60,2018,Roberto Luongo\luongro01,38,FLA,35,33,18,11,2,81,1143,1062,0.929,2.47,3,8.5,1966,22,0.667,3,81,19.32,0,2,2,0
61,2018,Alex Lyon\lyonal01,25,PHI,11,7,4,2,1,22,232,210,0.905,2.75,0,1.1,480,3,0.429,2,,,0,0,0,0
62,2018,Jacob Markstrom\marksja02,28,VAN,60,57,23,26,7,154,1745,1591,0.912,2.71,2,9.6,3414,29,0.509,8,101,-0.84,0,3,3,4
63,2018,Steve Mason\masonst01,29,WPG,13,12,5,6,1,37,392,355,0.906,3.24,1,1.9,685,5,0.417,3,108,-2.59,0,1,1,0
64,2018,Curtis McElhinney\mcelhcu01,34,TOR,18,15,11,5,1,35,528,493,0.934,2.14,3,4.2,979,8,0.533,1,76,11.34,0,1,1,0
65,2018,Mike McKenna\mckenmi01,34,DAL,2,1,1,1,0,5,50,45,0.9,2.96,0,0.2,101,0,0,1,,,0,0,0,0
66,2018,Ryan Miller\millery01,37,ANA,28,21,12,6,6,53,739,686,0.928,2.35,4,5.4,1353,13,0.619,3,82,11.86,0,0,0,0
67,2018,Al Montoya\montoal01,32,TOT,13,8,4,3,2,37,346,309,0.893,3.21,0,1.2,692,1,0.125,2,122,-6.63,0,2,2,0
67,2018,Al Montoya\montoal01,32,EDM,9,5,2,2,2,23,244,221,0.906,2.94,0,1.2,469,1,0.2,1,,,0,1,1,0
67,2018,Al Montoya\montoal01,32,MTL,4,3,2,1,0,14,102,88,0.863,3.77,0,0,223,0,0,1,,,0,1,1,0
68,2018,Petr Mrazek\mrazepe01,25,TOT,39,33,14,13,6,106,1080,974,0.902,3.03,4,4.8,2097,11,0.333,8,112,-11.21,0,0,0,0
68,2018,Petr Mrazek\mrazepe01,25,DET,22,18,8,7,3,57,630,573,0.91,2.89,3,3.3,1184,7,0.389,4,103,-1.71,0,0,0,0
68,2018,Petr Mrazek\mrazepe01,25,PHI,17,15,6,6,3,49,450,401,0.891,3.22,1,1.5,913,4,0.267,4,124,-9.5,0,0,0,0
69,2018,Matt Murray\murrama02,23,PIT,49,45,27,16,3,133,1423,1290,0.907,2.92,1,7,2733,19,0.422,6,106,-8.11,0,1,1,2
70,2018,Michal Neuvirth\neuvimi01,29,PHI,22,18,9,7,3,45,530,485,0.915,2.6,1,3.1,1039,10,0.556,5,97,1.52,0,1,1,0
71,2018,Antti Niemi\niemian02,34,TOT,24,20,7,9,4,63,710,647,0.911,3.12,1,3.9,1213,12,0.6,4,101,-0.68,0,1,1,0
71,2018,Antti Niemi\niemian02,34,MTL,19,17,7,5,4,42,592,550,0.929,2.46,1,4.4,1026,12,0.706,2,81,9.96,0,0,0,0
71,2018,Antti Niemi\niemian02,34,PIT,3,3,0,3,0,16,79,63,0.797,7.49,0,-0.5,128,0,0,2,,,0,1,1,0
71,2018,Antti Niemi\niemian02,34,FLA,2,0,0,1,0,5,39,34,0.872,5.11,0,0,59,0,,0,,,0,0,0,0
72,2018,Anders Nilsson\nilssan01,27,VAN,27,24,7,14,4,84,850,766,0.901,3.44,2,3.7,1464,8,0.333,5,113,-9.4,0,1,1,0
73,2018,Ondrej Pavelec\pavelon01,30,NYR,19,12,4,9,1,46,510,464,0.91,3.05,1,2.7,904,5,0.417,3,103,-1.24,0,0,0,2
74,2018,Calvin Pickard\pickaca01,25,TOR,1,1,0,0,1,4,28,24,0.857,3.83,0,0,63,0,0,0,,,0,0,0,0
75,2018,Carey Price\priceca01,30,MTL,49,48,16,26,7,148,1487,1339,0.9,3.11,1,6.4,2855,21,0.438,10,113,-17.49,0,0,0,0
76,2018,Jonathan Quick\quickjo01,32,LAK,64,63,33,28,3,147,1867,1720,0.921,2.4,5,12.2,3677,37,0.587,7,90,16.86,0,4,4,10
77,2018,Antti Raanta\raantan01,28,ARI,47,46,21,17,6,97,1388,1291,0.93,2.24,3,10.4,2599,32,0.696,6,80,24.82,0,0,0,0
78,2018,Tuukka Rask\rasktu01,30,BOS,54,53,34,14,5,125,1513,1388,0.917,2.36,3,9.3,3173,30,0.566,6,94,7.79,0,2,2,4
79,2018,James Reimer\reimeja01,29,FLA,44,42,22,14,6,120,1373,1253,0.913,2.99,4,7.7,2411,22,0.524,8,100,0.51,0,1,1,4
80,2018,Pekka Rinne\rinnepe01,35,NSH,59,59,42,13,4,134,1840,1706,0.927,2.31,8,13.2,3475,40,0.678,5,83,27.49,0,1,1,6
81,2018,David Rittich\rittida01,25,CGY,21,16,8,6,3,49,512,463,0.904,2.92,0,2.4,1008,10,0.625,3,109,-4.06,0,0,0,14
82,2018,Juuse Saros\sarosju01,22,NSH,26,23,11,5,7,61,810,749,0.925,2.45,3,5.6,1497,14,0.609,2,86,10.09,0,3,3,0
83,2018,Harri Sateri\saterha01,28,FLA,9,7,4,4,0,24,271,247,0.911,2.92,0,1.5,493,5,0.714,0,,,0,0,0,0
84,2018,Cory Schneider\schneco01,31,NJD,40,40,17,16,6,114,1228,1114,0.907,2.93,1,6.2,2332,19,0.475,7,106,-6.22,0,0,0,0
85,2018,Mike Smith\smithmi01,35,CGY,55,55,25,22,6,141,1686,1545,0.916,2.65,3,10.2,3191,32,0.582,9,95,6.98,0,2,2,8
86,2018,Alex Stalock\staloal01,30,MIN,28,23,10,10,4,71,787,716,0.91,2.85,1,4.2,1495,13,0.565,3,103,-1.93,0,0,0,0
87,2018,Malcolm Subban\subbama01,24,VEG,22,19,13,4,2,55,614,559,0.91,2.68,0,3.3,1230,8,0.421,2,102,-1.11,0,0,0,2
88,2018,Cam Talbot\talboca01,30,EDM,67,67,31,31,3,188,2036,1848,0.908,3.02,1,10.3,3730,32,0.478,11,105,-9.3,0,1,1,8
89,2018,Daniel Taylor\tayloda02,31,OTT,1,1,0,1,0,4,34,30,0.882,4.1,0,0.1,58,0,0,0,,,0,0,0,0
90,2018,Linus Ullmark\ullmali01,24,BUF,5,3,1,2,0,8,123,115,0.935,2,0,1,240,2,0.667,0,,,0,0,0,0
91,2018,Semyon Varlamov\varlasi01,29,COL,51,47,24,16,6,128,1595,1467,0.92,2.68,2,10.2,2861,28,0.596,5,91,11.99,0,0,0,2
92,2018,Andrei Vasilevskiy\vasilan02,23,TBL,65,64,44,17,3,167,2075,1908,0.92,2.62,8,13.2,3825,36,0.563,8,92,15.12,0,2,2,14
93,2018,Cam Ward\wardca01,33,CAR,43,42,23,14,4,112,1187,1075,0.906,2.73,2,5.8,2459,21,0.5,10,108,-7.82,0,0,0,14
94,2018,Scott Wedgewood\wedgesc01,25,ARI,20,17,5,9,4,63,587,524,0.893,3.45,1,2,1097,7,0.412,4,122,-11.48,0,0,0,2
95,2018,Adam Wilcox\wilcoad01,25,BUF,1,0,0,1,0,0,14,14,1,0,0,0.2,39,0,,0,,,0,0,0,0
